[ID],label,statement,subject(s),speaker,speaker's job title,state info,party affiliation,venue
4182,TRUE,Every student paying out-of-state tuition actually covers more than the cost of instruction.,immigration,james-jolly,nan,nan,none,a University of Georgia System newsletter
3071,TRUE,"Under Obamacare, members of Congress are required to purchase their health insurance from the new exchanges.","congress,congressional-rules,health-care",james-langevin,Congressman,Rhode Island,democrat,an interview on WPRO-AM
4304,FALSE,Foster children are disproportionately victims of identity theft.,"children,consumer-safety,crime,families,financial-regulation",james-langevin,Congressman,Rhode Island,democrat,a speech
129,FALSE,Wind power is the most undependable form of renewable energy.,"economy,energy,environment,science,technology",james-oneil,attorney,Rhode Island,democrat,"an appearance on ""10 News Conference."""
3502,TRUE,"A national study of 2,500 charter schools shows that maybe 20 percent do better than the community public schools, 40 percent or so do worse and the rest are not having any significant difference.",education,james-parisi,Lobbyst for the Rhode Island Federation of Teachers and Health Professionals,Rhode Island,labor-leader,a TV news show
3664,TRUE,Three courts have found the new health care law constitutional and two have found it unconstitutional.,"health-care,legal-issues",james-roosevelt,"CEO, Tufts Health Plan",Rhode Island,newsmaker,a segment of WPRI's Newsmakers program
2518,TRUE,Thirty U.S. cities have Triple A baseball teams and virtually everyone of them [is] playing in government owned ballparks.,"baseball,recreation,sports",james-skeffington,lawyer,Rhode Island,business-leader,a radio interview
1741,TRUE,Chesterfield has eliminated more positions from its general government operations than the Commonwealth has from the entire state government since (fiscal) 2009.,"county-government,jobs,state-budget",james-stegmaier,Chesterfield County administrator,Virginia,none,a speech.
1870,TRUE,The Dallas Cowboys cant put a sticker on their helmets for the 5 police officers who were killed.,sports,james-woods,Actor,nan,none,a tweet
1947,FALSE,The leader of ISIS was imprisoned by American troops and ordered released to Iraq by Obama administration in 2009.,"iraq,terrorism",james-woods,Actor,nan,none,a tweet
2570,FALSE,"George Allen had 40,000 earmarks while he was a senator.",federal-budget,jamie-radtke,nan,Virginia,republican,a TV interview.
2214,TRUE,Senator Webb was a reliable vote for President Obama and Senator Harry Reid.,voting-record,jamie-radtke,nan,Virginia,republican,a press release.
3551,TRUE,"George Allen voted to add $3 trillion to the federal debt, voted to raise the debt ceiling four times and voted for the No Child Left Behind Act while he was a senator.","deficit,education,federal-budget",jamie-radtke,nan,Virginia,republican,a blog post.
213,TRUE,"George Allen voted for budgets that increased the national debt by $16,400 for every second he served in the U.S. Senate.",federal-budget,jamie-radtke,nan,Virginia,republican,a news release
2118,TRUE,"We were one of the first states in the U.S. to build sewers, to bring the treatment plant on line.",environment,jamie-samons,Spokeswoman for the Narragansett Bay commission,Rhode Island,state-official,a Providence Journal story
1125,FALSE,The majority of the people that are coming to Arizona and trespassing are now becoming drug mules.,"immigration,legal-issues,marijuana",jan-brewer,nan,Arizona,republican,a television interview
2325,FALSE,The Justice Departments Fast and Furious gun-walking program started in the Bush administration.,guns,jane-harman,Wilson Center CEO,California,democrat,"a panel on ""Fox News Sunday"""
2271,FALSE,[State Rep. Doug McKillips] donors deserve a refund.,"campaign-finance,elections",jane-kidd,nan,nan,democrat,press release
2460,TRUE,Says Craig Huey called Planned Parenthood a murder mill.,"abortion,medicare",janice-hahn,nan,California,democrat,a TV ad
3842,TRUE,"Her opponent: zero times a judge, zero rulings, zero experience on the bench.",job-accomplishments,jan-patterson,Justice of the Third Court of Appeals ,Texas,democrat,a TV ad
400,TRUE,"The United States has never been richer, if you look at per capita GDP.","economy,federal-budget,taxes",jan-schakowsky,Representative of 9th District of Illinois,Illinois,democrat,an interview on MSNBC
3792,FALSE,Says gun ownership information could be recorded and collected by the federal government and insurance companies as part of the federal health care law.,"guns,health-care,privacy",jason-brodeur,State Representative,Florida,republican,comments published in the Fort Myers News-Press.
46,FALSE,On an income cap for recipients of the popular HOPE scholarship,education,jason-carter,State Senator,Georgia,democrat,forum
142,TRUE,"In the last 10 years, Georgias middle class income has dropped $6,500.","census,income",jason-carter,State Senator,Georgia,democrat,television ad
85,TRUE,"The average Georgia family makes $6,000 less than the average family did 10 years ago when inflation is factored in.","economy,income",jason-carter,State Senator,Georgia,democrat,a speech
2710,TRUE,"Since 2009, Georgias public schools have lost nearly 9,000 classroom teachers while the number of students has gone up.",education,jason-carter,State Senator,Georgia,democrat,press statement
4473,FALSE,"We had people that were getting killed (in Benghazi), we had people who are willing to risk their lives to go save them, and somebody told them to stand down.","military,terrorism",jason-chaffetz,nan,Utah,republican,an interview on Fox News
1651,FALSE,Says the mandate is 71 times that a childs body will be injected with a disease for immunizations.,"children,public-health",jason-conger,legislator,Oregon,republican,a House floor speech
383,FALSE,Milwaukee lost the headquarters for MillerCoors because the area lacks good transit.,"jobs,transportation",jason-haas,Milwaukee County supervisor,Wisconsin,none,a newspaper interview
698,TRUE,"Says this months special session will cost the state $27,300 a day just for legislators daily living expenses.","government-efficiency,state-finances",jason-isaac,Transportation consultant,Texas,republican,a tweet
2724,TRUE,Wisconsins non-discrimination law doesnt protect members of the trans-gender community.,"civil-rights,gays-and-lesbians,housing,legal-issues,sexuality,workers",jason-rae,nan,nan,democrat,an interview
3381,TRUE,"Black voter turnout in 2012 exceeded the rate of white voter turnout, even in the states with the strictest voter ID laws.",elections,jason-riley,"Editorial board member, Wall Street Journal",nan,none,"comments on Fox News' ""The Kelly File'"
1066,FALSE,Says Rick Perry wanted to secede from the union.,"candidates-biography,foreign-policy,history,states",jay-carney,White House press secretary,District of Columbia,none,an interview.
74,FALSE,"Gov. Romney himself, with 28 other Republican governors, supported policies that would have eliminated the time limits in the welfare reform law and allowed people to stay on welfare forever.",welfare,jay-carney,White House press secretary,District of Columbia,none,a press White House press briefing
3127,TRUE,"Says Ohio is one of just 17 states with an estate tax, and it has the lowest threshold in the nation.",taxes,jay-hottinger,State representative,Ohio,republican,nan
3152,FALSE,Ben Franklin once quipped that only two things in life were certain: death and taxes. I think even he didnt envision that the tax man would visit on the day of your death.,"history,state-budget,taxes",jay-hottinger,State representative,Ohio,republican,a speech in the Ohio House of Representatives
3323,TRUE,"Says that unlike Texas, Missouri has a perfect AAA credit rating.","economy,state-budget,state-finances,states",jay-nixon,Governor,Missouri,democrat,a radio advertisement
73,TRUE,Health care premiums for consumers have doubled since 2001.,health-care,jay-rockefeller,U.S. Senator,West Virginia,democrat,a column in the newspaper Roll Call
3161,TRUE,Says our unemployment insurance trust fund is broke. Were over a billion dollars in debt to the federal government.,"jobs,state-budget",jay-webber,State Assemblyman,New Jersey,republican,an NJToday interview
3431,FALSE,"Says the Southwest Florida Water Management District has $850 million in reserves, enough money in savings to run without levying taxes for more than two years.","taxes,water",jd-alexander,State senator,Florida,republican,comments to reporters
2345,TRUE,Gov. Rick Scotts sale of the state planes was not proper.,"legal-issues,state-budget",jd-alexander,State senator,Florida,republican,comments at the Senate Budget Committee.
3899,FALSE,McCain opposed the border fence.,"immigration,message-machine",jd-hayworth,nan,Arizona,republican,a TV ad against John McCain
4233,TRUE,"The Confederate battle flag at the South Carolina statehouse must fly at a height of 30 feet. Any changes -- taken down, or even at half-staff, if that can be done -- must be passed by a supermajority of the General Assembly.","diversity,history,states",jean-casarez,CNN correspondent,nan,none,comments on CNN
1459,FALSE,ISIS leader Abu Bakr al Baghdadi was released by Obama in 2009.,"iraq,terrorism",jeanine-pirro,Fox News legal analyst,New York,republican,a broadcast on Fox News
1710,TRUE,Ninety six percent of employers in the Granite State are considered small businesses.,"congress,government-efficiency,government-regulation,small-business",jeanne-shaheen,Senator,New Hampshire,democrat,remarks from the Senate floor
487,TRUE,Says Scott Brown co-sponsored legislation to let employers deny women coverage for birth control.,"health-care,legal-issues,women",jeanne-shaheen,Senator,New Hampshire,democrat,a news release
2363,FALSE,Only five Texas counties account for almost 90 percent of the (states) cattle industry.,agriculture,jeannette-vaught,University of Texas lecturer,Texas,none,an op-ed published in the Austin American-Statesman
2356,FALSE,"For every 33 pregnant women that walk into a Planned Parenthood clinic, 32 receive an abortion.","abortion,deficit,federal-budget",jean-schmidt,U.S. representative,Ohio,republican,a speech in the House of Representatives
3413,FALSE,Says President Barack Obama did not invite a Republican senator to dine at the White House until his fifth year in office.,bipartisanship,jeb-bush,nan,Florida,republican,"Atlantic, Iowa, during a campaign event."
4089,TRUE,Nearly 65 percent -- almost two-thirds -- of all new permanent residents obtained that status by virtue of their family status.,immigration,jeb-bush,nan,Florida,republican,in his book 'Immigration Wars'
3206,TRUE,"We have an 80 percent graduation rate in high school after spending more per student than any country in the world other than Liechtenstein, I think, or Luxembourg and a couple other small countries.",education,jeb-bush,nan,Florida,republican,a speech in New Hampshire
1857,TRUE,"We are in the sixth year of recovery, and median income is below what it was at the start of the recovery.","economy,income",jeb-bush,nan,Florida,republican,an interview with the Pittsburgh Tribune-Review
4139,TRUE,"Bill McCollumhas ""recovered $200 million in Medicaid fraud.""","elections,florida,job-accomplishments,message-machine",jeb-bush,nan,Florida,republican,a campaign commercial for Bill McCollum
3443,FALSE,Florida was the only state during my eight years to go from AA to AAA in its bond rating.,state-finances,jeb-bush,nan,Florida,republican," a meeting with business leaders in Portsmouth, N.H."
2988,TRUE,Too many tattoos on visible body parts keepsome applicants out of the military.,military,jeb-bush,nan,Florida,republican,a 'Wall Street Journal' CEO Council event
2197,TRUE,Says his release of 33 years of tax returns is more than any presidential candidate in history.,candidates-biography,jeb-bush,nan,Florida,republican,an announcement on his website
3095,FALSE,The federal government right now does not deport criminals.,immigration,jeb-bush,nan,Florida,republican,a town hall in New Hampshire
3187,TRUE,"Among the developed nations, we are the least economically and socially mobile country in the world.","economy,income,labor",jeb-bush,nan,Florida,republican,a fundraising letter
607,TRUE,Trump proposed enacting the largest tax increase in American history.,"candidates-biography,taxes",jeb-bush,nan,Florida,republican,a fundraising email
117,TRUE,"If you look at the number of illegal immigrants coming into the country, it is net zero. Its been that way now for almost two years.",immigration,jeb-bush,nan,Florida,republican,an interview on 'Meet the Press.'
2154,TRUE,"Since 2008, U.S. crude oil output has increased by over 80 percent, an increase of over 4 million barrels a day. That is the fastest increase in U.S. history.",energy,jeb-bush,nan,Florida,republican,his energy plan
3919,FALSE,The debt comes up all the time in town meetings ... but its never asked in the debates. Its really weird. It hasnt been brought up.,"debt,federal-budget",jeb-bush,nan,Florida,republican," an appearance at Franklin Pierce University in Rindge, N.H."
2072,TRUE,As governor of Florida I defunded Planned Parenthood.,abortion,jeb-bush,nan,Florida,republican,comments at a GOP debate in Cleveland
1148,FALSE,The pass rate for a high school level test to join the military is 35 to 40 percent.,"education,military",jeb-bush,nan,Florida,republican,a Wall Street Journal CEO Council event
748,TRUE,Says he was known as Veto Corleone for cutting spending as Florida governor.,state-budget,jeb-bush,nan,Florida,republican,"a meeting with business leaders in Portsmouth, N.H."
2961,TRUE,You can fill out your tax return in Estonia online in five minutes.,"foreign-policy,taxes",jeb-bush,nan,Florida,republican,remarks at an economic summit in Orlando
2123,TRUE,"We reduced the government workforce by 13,000, 11 percent, during my eight years.","florida,jobs,state-budget",jeb-bush,nan,Florida,republican,a speech at Gov. Rick Scott's Economic Growth Summit in Orlando
1471,FALSE,What were the old annual deficits under Republicans have now become the monthly deficits under Democrats.,"federal-budget,stimulus",jeb-hensarling,U.S. Congressman,Texas,republican,a Republican retreat in Baltimore
1754,TRUE,Today almost half our debt is owned by foreigners.,"federal-budget,foreign-policy,history",jeb-hensarling,U.S. Congressman,Texas,republican,a speech
424,FALSE,"The departments of Commerce, Education and Energy and the EPA saw their spending increase by between 130 percent and 219 percent between 2008 and 2010.","federal-budget,stimulus",jeb-hensarling,U.S. Congressman,Texas,republican,"a hearing of the congressional ""Supercommittee"""
4193,TRUE,The state budget has increased almost $800 million a year in each of the last two years.,state-budget,jeff-amason,attorney,Georgia,libertarian,"interview on The Monica Perez Show, WSB"
1303,FALSE,"Loranne Ausleys a financial train wreck for taxpayers -- pushing gas taxes, property taxes, taxes on seniors.","message-machine,taxes",jeff-atwater,State Senator,Florida,republican,a TV ad.
3233,TRUE,Sometimes I was the only no vote on the entire board.,voting-record,jeff-brandes,"Director of real estate at Tibbetts Holdings LLC, his family's business",Florida,republican,response to a question about his voting record.
4280,FALSE,Every bit of plastic that has ever been created still exists.,"energy,environment,science",jeff-bridges,actor,nan,activist,a Facebook video
2733,TRUE,Georgia has more illegal aliens than the state of Arizona.,immigration,jeff-chapman,nan,Georgia,republican,Jekyll Island gubernatorial debate
1275,FALSE,Now we have ISIS coming over the (U.S.-Mexico) border.,terrorism,jeff-dewit,Arizona State Treasurer,nan,republican,an interview with CNN's Carol Costello.
4402,FALSE,83% of doctors have considered leaving the profession because of #Obamacare.,"health-care,polls",jeff-duncan,U.S. House of Representatives,South Carolina,republican,a tweet
3691,TRUE,"Says if elected, he would be the first Mayor who lives east of 82nd.",elections,jefferson-smith,state representative,Oregon,democrat,a press release
3195,TRUE,Says the city of Portland has one manager for every six front-line workers.,"city-government,government-efficiency",jefferson-smith,state representative,Oregon,democrat,a questionnaire
1943,FALSE,"Says the mayors job is to make sure that if somebody is trying to build a set of water treatment plants to cure us from cryptosporidium we dont have, we dont say yes even if CH2M Hill wants us to.","city-government,government-regulation,message-machine-2012,water",jefferson-smith,state representative,Oregon,democrat,a debate
2860,TRUE,One would have to go back more than a century to find a scenario where a presidents nominee for the Supreme Court was confirmed by the opposition party in the Senate when the vacancy occurred during an election year.,supreme-court,jeff-flake,U.S. Senator,Arizona,republican,a statement
20,FALSE,When undocumented children are picked up at the border and told to appear later in court ... 90 percent do not then show up.,"children,foreign-policy,immigration,legal-issues",jeff-flake,U.S. Senator,Arizona,republican,"an interview on the PBS ""News Hour"""
3298,TRUE,"The religious liberty bill proposed in the Georgia House of Representatives does not specifically exclude corporations, which means they can legally claim a religious exemption.","gays-and-lesbians,legal-issues,religion",jeff-graham,nan,nan,independent,an interview with WABE radio
2321,FALSE,Kendrick Meek was named one of the two most corrupt Democrats in Congress by Citizens for Responsibility and Ethics in Washington.,"candidates-biography,ethics,message-machine",jeff-greene,nan,Florida,democrat,a campaign mail piece.
4125,FALSE,On lifting the U.S. Cuban embargo and allowing travel to Cuba.,"florida,foreign-policy",jeff-greene,nan,Florida,democrat,a televised debate on Miami's WPLG-10 against Kendrick Meek.
2341,FALSE,Jeff Greene on why hewent Cuba.,"candidates-biography,ethics",jeff-greene,nan,Florida,democrat,comments to the media.
1229,FALSE,Only a few months ago the FBI arrested three Broward County Commissioners for accepting millions of dollars in trade for illegal favors.,crime,jeff-kottkamp,nan,Florida,republican,a position paper on his campaign website
2722,TRUE,Ive taken on the federal government and won.,candidates-biography,jeff-kottkamp,nan,Florida,republican,a debate.
2788,TRUE,Nearly all of the top 50 prescribers of oxycodone in the United States are in Florida.,crime,jeff-kottkamp,nan,Florida,republican,an op-ed published in Florida newspapers
3882,TRUE,"60 percent of the jobs lost in the 2008 recession were living-wage jobs. Of the jobs weve gotten back, only 40 percent are living-wage.",jobs,jeff-merkley,U.S. Senator,Oregon,democrat,a talk to the Human Services Coalition of Oregon
3869,TRUE,Says the Affordable Care Act has already reduced the number of uninsured in Oregon by 10 percent.,"health-care,public-health",jeff-merkley,U.S. Senator,Oregon,democrat,a newspaper article.
3728,TRUE,Christmas trees are grown in all 50 States.,"agriculture,states",jeff-merkley,U.S. Senator,Oregon,democrat,in a press release 
2176,TRUE,"Says, Since 1994 when VAWA was first passed, incidents of domestic violence have dropped more than 50 percent.","congress,women",jeff-merkley,U.S. Senator,Oregon,democrat,a press call 
916,FALSE,I co-sponsored the Rebuild America Jobs Act for transportation and infrastructure.,"economy,jobs",jeff-merkley,U.S. Senator,Oregon,democrat,an economic issues statement
2969,FALSE,A filibuster has never really been successfully used against a Supreme Court justice.,"legal-issues,supreme-court,colbert-report",jeffrey-toobin,"staff writer at the New Yorker, legal analyst for CNN and author",New York,none,"an interview on Comedy Central's ""The Colbert Report"""
2486,FALSE,"There are about 350,000 people who succeed in crossing our borders illegally each year.",immigration,jeff-sessions,nan,Alabama,republican,a speech at the Republican National Convention
167,FALSE,The immigration bill has a specific provision that says that Secretary Napolitano does not have to build any fence if she chooses not to.,immigration,jeff-sessions,nan,Alabama,republican,an interview on CBS’ “Face the Nation”
3422,TRUE,Im the only candidate for Milwaukee County executive that has voted against increasing government pensions.,"candidates-biography,county-budget,state-budget",jeff-stone,"Member of State Assembly, 82nd District",Wisconsin,republican,a campaign radio ad
2198,TRUE,I never proposed privatizing the (Milwaukee County) airport.,"transportation,voting-record",jeff-stone,"Member of State Assembly, 82nd District",Wisconsin,republican,a news conference with reporters
4330,FALSE,One of the reasons that Budweiser stayed in New Jersey is the money they got from RGGI to put solar on their roof to save on their energy costs.,"cap-and-trade,climate-change,corporations,environment",jeff-tittel,Director of the New Jersey Sierra Club,nan,none,testimony to the General Assembly Telecommunications and Utilities committee
4238,FALSE,Nevada Democratic Party leaders hijacked the process on the floor of the state convention ignoring the regular procedure and ramming through what they wanted to do.,elections,jeff-weaver,Bernie Sanders campaign manager,nan,democrat,a television interview on CNN
3411,TRUE,"Says Texas has one state inspector for every 4,500 oil and gas wells.","energy,environment",jeff-weems,Lawyer,Texas,democrat,a speech
2383,TRUE,We have over 25 million people who live in Texas and less than 2 percent of them have concealed handgun licenses.,guns,jeff-wentworth,State Senator,Texas,republican,a TV interview
4107,TRUE,Texas spends more per day to house an inmate than we do on a student.,"crime,criminal-justice,education,state-budget,state-finances,states",jennie-lou-leeder,Head swim coach,Texas,democrat,an interview with the Austin American-Statesman
4456,TRUE,"The (ARC Tunnel) project was originally estimated to be $8.7 billion, and New Jersey alone was on the hook for all overruns.",transportation,jennifer-beck,nan,nan,republican,an interview on NJToday
2614,FALSE,New Jerseys citizens are working at the highest rate in three years.,jobs,jennifer-beck,nan,nan,republican,a speech on the state Senate floor
3202,FALSE,We have more people working in the state of New Jersey today than weve ever had in our history.,"economy,jobs,states",jennifer-beck,nan,nan,republican,an interview with NJToday
109,FALSE,We didnt go out asking people to join the stand your ground task force.,"crime,public-safety",jennifer-carroll,Lieutenant governor,Florida,republican,Capitol news conference
3457,TRUE,"When a Gallup poll asked about presidential candidate characteristics, When they get to the question on, Would you vote for a socialist, it is even less popular than voting for atheists.","candidates-biography,gays-and-lesbians,history,campaign-advertising,polls,pundits,abc-news-week,women",jennifer-granholm,Former governor of Michigan,Michigan,democrat,an appearance on ABC's 'This Week'
3406,FALSE,"Says many local governments in Wisconsin already require employees to pay 20 percent, 30 percent or even 40 percent of their health insurance premiums.","health-care,labor,state-budget",jennifer-shilling,"State Assembly member, 95th District",Wisconsin,democrat,a news release
3653,TRUE,"Under Donald Trumps tax plan, the top 0.1 percent of taxpayers -- people earning multiple millions of dollars a year, on average -- would get more tax relief than the bottom 60 percent of taxpayers combined.","income,taxes,wealth",jennifer-shilling,"State Assembly member, 95th District",Wisconsin,democrat,a teleconference
1282,TRUE,90% of Americans want national background checks that close loopholes.,"crime,criminal-justice,government-regulation,guns",jeremy-bird,"founding partner, 270 Strategies",Illinois,democrat,a tweet after the shootings at an Oregon community college
2116,FALSE,Qataris dont really work.,"human-rights,sports,workers",jeremy-schaap,nan,nan,none,an interview on MSNBC
3788,FALSE,"Barack Obama ""openly supported (opposition leader) Raila Odinga during his visit to Africa in 2006.""",foreign-policy,jerome-corsi,author,New Jersey,constitution-party,his book <i>The Obama Nation</i>. 
4544,FALSE,"Barack Obama has ""pledged to reduce the size of the military.""",military,jerome-corsi,author,New Jersey,constitution-party,his book <i>The Obama Nation</i>. 
3762,TRUE,"Two million new jobs have been created, in California since 2011.","economy,jobs",jerry-brown,nan,California,democrat,a State of the State address
1410,TRUE,Californias credit rating is the worst in the country.,"economy,message-machine,state-budget",jerry-brown,nan,California,democrat,a video on his campaign website
2097,TRUE,Ted Cruz was the longest-serving solicitor general in the history of Texas.,"candidates-biography,legal-issues",jerry-falwell,"chancellor and president, Liberty University",Virginia,none,a speech introducing Ted Cruz at Liberty University
1430,FALSE,The cheerleaders for the Dallas Cowboys have entertained more troops in the world than Bob Hope.,"corrections-and-updates,military",jerry-jones,"Owner, president, general manager, Dallas Cowboys",Texas,none,"an interview with ESPN aired Jan. 9, 2015"
2680,TRUE,"Says Texas General Land Office has earned the school children of Texas $451,932.89 on wind leases that haven't produced a watt of energy.""","children,education,energy,state-budget",jerry-patterson,state land commissioner,Texas,republican,a newspaper column
472,FALSE,We have a director of homeland security who cannot use and will not use the term 'terrorist attack' but instead substitutes 'man-made disaster.' ,"homeland-security,terrorism",jerry-patterson,state land commissioner,Texas,republican,a speech at the Texas Republican Party Convention
4538,TRUE,Says he was the only statewide elected official to speak in favor of a federal guest worker plan at the 2012 Republican Party of Texas convention.,"economy,immigration,workers",jerry-patterson,state land commissioner,Texas,republican,a news story
3718,TRUE,Says Barack Obama didnt keep his promise to have an immigration bill in his first year.,immigration,jerry-patterson,state land commissioner,Texas,republican,a speech
2216,FALSE,Homicides against blacks have tripled since Floridas stand your ground law has been in existence.,"crime,criminal-justice,diversity",jesse-jackson,Civil rights leader,Illinois,democrat,an interview on CNN
2958,TRUE,Liberty University students were mandated to attend Sen. Ted Cruzs presidential announcement or they would be fined.,elections,jess-mcintosh,nan,nan,democrat,"a broadcast of MSNBC's ""All in with Chris Hayes"""
2714,TRUE,Were already bombing seven countries.,"afghanistan,foreign-policy,history,iraq,military,terrorism",jill-stein,Presidential nominee,Massachusetts,green,a Green Party rally at Huston-Tillotson University in Austin
1971,FALSE,"Says climate scientist James Hansen says we have until perhaps 50 years from now, or maybe a little longer and at that point, we are looking at 10, 20, 30 feet of sea-level rise.",climate-change,jill-stein,Presidential nominee,Massachusetts,green,a forum at Huston-Tillotson University
1307,FALSE,The California governor says yes to poisoning more children with mercury and aluminum in vaccines.,"autism,public-health,science",jim-carrey,nan,nan,none,a Twitter post
3021,TRUE,Congress as a whole is less popular than its been since polling was invented.,"congress,polls",jim-cooper,Congressman,Tennessee,democrat,an op-ed published in The Hill.
2063,FALSE,"There is a provision in the economic stimulus plan that means that ""students cannot meet together in their dorms, if that dorm has been repaired with this federal money, and have a prayer group or a Bible study.""","economy,education,stimulus",jim-demint,"President, Heritage Foundation",South Carolina,republican,a speech on the Senate floor.
4144,TRUE,"From 2003 to 2006, Sesame Street made more than $211 million from toy and consumer product sales.","children,federal-budget",jim-demint,"President, Heritage Foundation",South Carolina,republican,a blog post
788,FALSE,Says U.S. Sen. Sherrod Brown is responsible for over $14 trillion in debt.,"deficit,federal-budget",jim-demint,"President, Heritage Foundation",South Carolina,republican,a news release
183,FALSE,"The big Wall Street banks, the big corporations give many times more political donations to Democrats than Republicans.","campaign-finance,corporations,elections",jim-demint,"President, Heritage Foundation",South Carolina,republican,an interview
947,FALSE,Weve got more revenue than we ever have.,"economy,taxes",jim-demint,"President, Heritage Foundation",South Carolina,republican,"an interview on CNN's ""State of the Union with Candy Crowley"""
2003,TRUE,House Appropriations Chair David Obey's partial earmark ban wouldn't apply to 90% of earmarks.,federal-budget,jim-demint,"President, Heritage Foundation",South Carolina,republican,a message on Twitter
156,FALSE,Wisconsins projected state budget shortfall is now as low as $1.5 billion,state-budget,jim-doyle,Lawyer,Wisconsin,democrat,a statutorially required report on the state budget deficit
1901,FALSE,"Economic inequality in Multnomah County has a face -- and a name. It has 90,000 faces and names -- the number of county residents who are still unemployed, or underemployed, in the wake of the 2008 Wall Street crash.","economy,jobs",jim-francesconi,Member of the State Board of Higher Education,Oregon,none,a campaign website statement
1845,TRUE,On the main GOP presidential debate:Not one candidate on the debate stage has military experience,"candidates-biography,military",jim-gilmore,President and CEO of Free Congress Foundation,Virginia ,republican,a tweet.
3655,FALSE,On whether President Obamas speeches to school children spread socialist ideology.,education,jim-greer,nan,Florida,republican,a statement to the press
2862,FALSE,"Says Rick Perry and the Republican-controlled Texas Legislature managed to slash the budget of the volunteer fire departments in our state by 75 percent in the last legislative session, reducing their abilities to fight recent wildfires.","natural-disasters,state-budget",jim-hightower,Commentator,Texas,democrat,an interview.
1670,FALSE,Says Ron Wyden spent $2 million to study exotic ants.,"message-machine,science,stimulus",jim-huffman,Lewis & Clark Law School professor,Oregon,republican,a television/web ad
3955,TRUE,"Seven of Americas 10 wealthiest counties are in the Washington, D.C., area.","deficit,federal-budget",jim-jordan,U.S. representative,Ohio,republican,an interview on Fox News Sunday
1573,TRUE,The federal government has 77 different means-tested social welfare programs.,"federal-budget,government-efficiency",jim-jordan,U.S. representative,Ohio,republican,an interview on the Fox Business Channel
1538,TRUE,The costs of cancer and all affiliated issues are over $20 billion a year to this state.,health-care,jim-keffer,"President-EBAA Iron Sales, Inc.",Texas,republican,House floor remarks
1497,TRUE,"When the City and the Fairmount Park Conservancy invested $5 million in Hunting Park, crime went down 89 percent within a half mile radius of the park over the next three years.",public-safety,jim-kenney,Philadelphia Mayor,Pennsylvania,democrat,a budget address to City Council
3421,TRUE,Big soda has a lot of money.They make a lot of profit off their product and they market in neighborhoods that suffer from these very things that were trying to cure.,"economy,taxes",jim-kenney,Philadelphia Mayor,Pennsylvania,democrat,Pennsylvania
2213,FALSE,On eliminating the influence of money in policy campaigns,"campaign-finance,city-government,ethics",jim-kenney,Philadelphia Mayor,Pennsylvania,democrat,nan
2844,FALSE,"All legislative mail, from the content to the timing, is approved by the speakers office.","campaign-finance,congressional-rules",jim-kyle,Lawyer,Tennessee,democrat,a story in the Clarksville Leaf-Chronicle
4086,FALSE,"On (the federal minimum wage of) $7.75, you cant even make half the poverty level.","families,poverty,workers",jim-mcdermott,U.S. Representative,Washington state,democrat,"an interview on MSNBC's ""Politics Nation"""
4273,FALSE,"It was found unconstitutional to drug test elected officials because it prevents us, as citizens, from having that First Amendment right.",drugs,jimmie-t-smith,State Representative,Florida,republican,a House committee debate
1791,TRUE,Ted Cruz has been to Iowa four times. Rio Grande Valley of Texas -- just once.,candidates-biography,jim-moore,Pundit and communications consultant,Texas,none,a tweet
2329,FALSE,"Ending federal funding for National Public Radio would jeopardize 9,000 jobs.",jobs,jim-moran,U. S. Congressman,Virginia,democrat,a floor speech.
4242,TRUE,Only 20 colleges and universities have athletic departments with revenue exceeding expenses.,"education,sports,state-budget",jim-moran,U. S. Congressman,Virginia,democrat,a Facebook post
2384,TRUE,"Says budget savings by reducing pay and benefits for federal employees total $103 billion over 10 years -- more than $50,000 per worker.","deficit,federal-budget,pensions,workers",jim-moran,U. S. Congressman,Virginia,democrat,a letter.
3120,TRUE,American oil production is at its highest level since 2003.,energy,jim-moran,U. S. Congressman,Virginia,democrat,a press release.
1923,TRUE,Says Virginia is the biggest state that does not have a major league sports team.,sports,jimmy-barrett,Radio personality,Virginia,none,an interview.
3081,TRUE,(T)he United States government and its Constitution says that people can be put to death.,criminal-justice,jimmy-carter,nan,Georgia,democrat,an interview
206,TRUE,Both the Democratic and Republican candidates for president in 2016 are quite unpopular.,elections,jimmy-carter,nan,Georgia,democrat,interview with an AP reporter in Memphis
979,TRUE,The top 1 percent (of income earners) paid 36.7 percent (of the taxes). ... The top 50 percent pay 97.7 percent.,"income,taxes",jim-renacci,U.S. representative ,Ohio,republican,a town hall-style meeting
3072,FALSE,"For [GM] to pay back everything it owes, it would have to sell its shares at $143 a share . . . where the highest value of a General Motors share ever was $43, $44, $46, whatever the dollars were . . .","economy,federal-budget",jim-renacci,U.S. representative ,Ohio,republican,an interview on WCPN 90.3 FM
61,FALSE,There is no record of congresswoman Betty Sutton ... ever holding a single in-person town hall meeting open to the general public.,job-accomplishments,jim-renacci,U.S. representative ,Ohio,republican,a news release
2503,FALSE,"My opponent, in 2008, had contributions investigated by the federal government.","campaign-finance,elections",jim-renacci,U.S. representative ,Ohio,republican,a town hall-style meeting
2711,FALSE,On privatization of Social Security.,social-security,jim-renacci,U.S. representative ,Ohio,republican,a statement posted to his website
